	Max Count	Average Count	Max Depth	Average Depth	Max Travel Depth	Average Travel Depth
	220,0000	220,0000	10,0000	10,0000	8,0000	4,0000	

Find count	Flat	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
	Flat cached	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
	Flat cold	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
	Naive Pointer	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
	Pooled Pointer	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
	Naive Multiway	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
	Pooled Multiway	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	

	Count	5	10	15	20	30	45	70	85	100	120	140	160	190	220	
Traveled depth average	Flat	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	
	Flat cached	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
	Flat cold	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
	Naive Pointer	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	
	Pooled Pointer	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	
	Naive Multiway	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	
	Pooled Multiway	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	4,0000	

	Count	5	10	15	20	30	45	70	85	100	120	140	160	190	220	
Travel depth max	Flat	4	4	5	5	6	7	7	8	8	8	9	9	9	8	
	Flat cached	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	Flat cold	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	Naive Pointer	4	4	5	5	6	7	7	8	8	8	9	9	9	8	
	Pooled Pointer	4	4	5	5	6	7	7	8	8	8	9	9	9	8	
	Naive Multiway	4	4	5	5	6	7	7	8	8	8	9	9	9	8	
	Pooled Multiway	4	4	5	5	6	7	7	8	8	8	9	9	9	8	

	Count	5	10	15	20	30	45	70	85	100	120	140	160	190	220	
Transform mult first	Flat	0,6206	0,3103	0,6206	0,6206	0,6206	0,9309	1,2412	1,2412	1,5515	1,8618	1,8618	2,1721	2,4824	3,1030	
	Flat cached	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
	Flat cold	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
	Naive Pointer	0,9309	1,2412	1,5515	2,1721	2,4824	3,4133	4,3442	5,2751	5,8957	6,8265	7,4471	8,0677	9,3089	10,2398	
	Pooled Pointer	0,9309	1,2412	1,5515	1,8618	2,4824	3,4133	4,6545	5,2751	6,2059	7,1368	8,3780	8,6883	10,5501	12,1016	
	Naive Multiway	0,6206	0,9309	1,2412	1,5515	1,8618	2,4824	3,4133	4,0339	4,6545	4,9648	5,8957	6,5162	7,4471	8,3780	
	Pooled Multiway	0,6206	0,9309	0,9309	1,2412	1,5515	1,8618	2,4824	3,4133	3,7236	4,0339	4,6545	5,5854	6,2059	7,4471	

	Count	5	10	15	20	30	45	70	85	100	120	140	160	190	220	
Transform mult last	Flat	0,0000	0,3103	0,3103	0,3103	0,3103	0,6206	0,9309	0,9309	0,9309	1,2412	1,5515	1,5515	1,8618	2,1721	
	Flat cached	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
	Flat cold	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
	Naive Pointer	1,8618	1,2412	3,1030	1,5515	2,1721	2,4824	2,1721	2,4824	2,4824	2,7927	2,7927	3,4133	3,4133	4,3442	
	Pooled Pointer	1,8618	1,2412	3,4133	1,8618	1,8618	1,8618	2,1721	2,1721	2,4824	2,7927	3,1030	3,1030	4,0339	4,3442	
	Naive Multiway	1,5515	0,9309	2,4824	2,4824	2,1721	2,1721	2,1721	2,4824	3,7236	3,4133	3,4133	4,0339	4,3442	4,9648	
	Pooled Multiway	1,5515	1,2412	1,5515	2,1721	2,4824	2,7927	2,1721	2,7927	2,4824	3,4133	3,4133	3,7236	4,3442	4,9648	
