	Max Count	Average Count	Max Depth	Average Depth	Max Travel Depth	Average Travel Depth
	100,0000	100,0000	9,0000	9000,0000	7977,0000	3,9885	

	Naive Pointer	4,0000	2,7900	3,7100	3,6200	3,0925	4,3580	4,0550	4,5325	4,1945	4,4938	4,3922	3,9885	
	Pooled Pointer	4,0000	2,7900	3,7100	3,6200	3,0925	4,3580	4,0550	4,5325	4,1945	4,4938	4,3922	3,9885	
	Naive Multiway	4,0000	2,7900	3,7100	3,6200	3,0925	4,3580	4,0550	4,5325	4,1945	4,4938	4,3922	3,9885	
	Pooled Multiway	4,0000	2,7900	3,7100	3,6200	3,0925	4,3580	4,0550	4,5325	4,1945	4,4938	4,3922	3,9885	

	Count	5	8	10	13	17	22	28	39	55	77	89	100	
Travel depth max	Flat	4	4	4	5	5	6	6	7	7	8	8	8	
	Flat cached	4	4	4	5	5	6	6	7	7	8	8	8	
	Flat cold	4	4	4	5	5	6	6	7	7	8	8	8	
	Naive Pointer	4	4	4	5	5	6	6	7	7	8	8	8	
	Pooled Pointer	4	4	4	5	5	6	6	7	7	8	8	8	
	Naive Multiway	4	4	4	5	5	6	6	7	7	8	8	8	
	Pooled Multiway	4	4	4	5	5	6	6	7	7	8	8	8	

	Count	5	8	10	13	17	22	28	39	55	77	89	100	
Transform mult first	Flat	0,6578	0,6578	0,6889	0,7509	0,7757	1,1388	1,4025	1,5422	1,9859	2,4172	2,4669	2,6655	
	Flat cached	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
	Flat cold	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
	Naive Pointer	1,4150	1,7190	2,1783	2,3676	2,8454	3,9377	3,9625	5,2720	5,6629	6,6124	5,1633	5,2502	
	Pooled Pointer	0,7882	1,0209	1,2877	1,3746	2,9447	2,1348	2,7213	3,5033	3,6646	5,0858	6,0136	6,2835	
	Naive Multiway	0,7230	0,9154	1,1109	1,1605	1,2815	1,4429	1,7873	2,1907	2,6872	3,7825	4,2325	4,7724	
	Pooled Multiway	0,5865	0,7509	0,8502	0,9495	1,1698	1,4150	1,5515	1,8370	2,4576	3,4288	3,7608	3,9501	

	Count	5	8	10	13	17	22	28	39	55	77	89	100	
Transform mult last	Flat	0,0993	0,1396	0,1427	0,2669	0,2203	0,3444	0,7851	0,5368	0,6485	0,8968	1,0147	1,1202	
	Flat cached	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
	Flat cold	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	
	Naive Pointer	3,7794	3,2209	3,2178	3,5064	3,9935	2,3893	2,4389	2,5631	2,3924	2,5041	2,3552	2,0480	
	Pooled Pointer	2,1752	2,2093	2,0573	2,2279	2,3707	1,5236	1,7594	1,4305	2,0200	2,1535	2,3272	2,3303	
	Naive Multiway	2,2000	2,1845	2,2248	2,3210	2,2745	1,5670	1,9766	1,8059	2,2559	2,5972	2,7120	2,8051	
	Pooled Multiway	2,0293	2,5196	2,3955	2,4451	2,4110	1,6973	1,7253	1,6415	2,0293	2,1442	2,7182	2,5506	
