	Max Count	Average Count	Max Depth	Average Depth	Max Travel Depth	Average Travel Depth
	25000,0000	25000,0000	17,0000	17,0000	13,0000	5,0000	

	Count	10	25	50	100	250	500	1000	2500	5000	10000	25000	
Add	Flat	0,9594	0,9594	0,9594	1,2793	1,2793	1,2793	1,5991	2,2387	3,1981	5,4368	10,8737	
	Flat cached	1,2793	1,2793	1,2793	1,2793	1,5991	1,5991	1,9189	2,2387	3,1981	5,7567	11,1935	
	Flat cold	3,8378	4,1576	4,1576	4,4774	6,0765	7,6755	10,2341	18,5492	31,9814	61,7241	157,3486	
	Naive Pointer	3,5180	3,5180	3,5180	3,5180	3,5180	3,5180	3,5180	3,5180	3,5180	3,5180	3,5180	
	Pooled Pointer	0,6396	0,6396	0,6396	0,6396	0,6396	0,9594	0,9594	0,9594	0,9594	1,2793	1,2793	
	Naive Multiway	2,8783	2,8783	2,8783	2,8783	2,8783	2,8783	2,8783	2,8783	2,8783	2,8783	2,8783	
	Pooled Multiway	0,3198	0,3198	0,3198	0,3198	0,3198	0,3198	0,3198	0,3198	0,3198	0,3198	0,3198	

	Count	10	25	50	100	250	500	1000	2500	5000	10000	25000	
Erase	Flat	0,6396	0,9594	0,9594	0,9594	1,2793	1,2793	1,9189	3,1981	5,1170	8,6350	21,1077	
	Flat cached	0,9594	0,9594	0,9594	0,9594	1,2793	1,2793	1,9189	2,8783	5,1170	8,6350	21,1077	
	Flat cold	0,6396	0,9594	0,9594	0,9594	1,2793	1,5991	1,9189	2,8783	5,1170	8,6350	21,4275	
	Naive Pointer	2,8783	2,8783	2,8783	2,8783	2,8783	3,1981	2,8783	2,8783	2,8783	2,8783	2,8783	
	Pooled Pointer	0,9594	0,9594	0,9594	0,9594	0,9594	0,9594	0,9594	0,9594	0,9594	0,9594	0,9594	
	Naive Multiway	2,8783	3,1981	4,7972	6,3963	9,2746	11,8331	16,3105	31,9814	54,3684	109,3764	259,6891	
	Pooled Multiway	0,6396	0,9594	1,2793	1,9189	3,5180	5,7567	9,9142	23,0266	43,8145	88,5885	223,5501	

	Count	10	25	50	100	250	500	1000	2500	5000	10000	25000	
Move	Flat	1,5991	1,9189	1,9189	1,9189	1,9189	2,2387	2,5585	2,8783	3,8378	5,4368	10,8737	
	Flat cached	1,9189	2,2387	2,2387	2,2387	2,2387	2,5585	2,8783	3,1981	3,8378	5,7567	10,8737	
	Flat cold	4,4774	4,4774	5,1170	5,4368	7,0359	9,5944	14,3916	29,4229	58,8458	119,6105	297,7470	
	Naive Pointer	1,2793	1,5991	2,8783	3,1981	3,1981	3,1981	3,5180	3,1981	3,1981	3,1981	3,1981	
	Pooled Pointer	0,9594	0,9594	0,9594	1,2793	1,2793	1,2793	1,2793	1,2793	1,2793	1,5991	1,5991	
	Naive Multiway	0,9594	1,5991	2,8783	5,1170	9,9142	13,7520	20,4681	40,2966	75,1563	138,7993	346,9984	
